"ID","age","color","island","college","income","antennae","politics","anxiety","depression","sociable","control","memory","intelligence","time1","time2","time3","food1","sleep","food2","reasoning_trials"
7992,43,"Pink","3rd","D",94000,"Straight","Independone",53,101,99,39,101,115,5.43,3.58,5.78,12,5.8,12,2
7993,14,"Blue","2nd","D",75000,"Curly","Democrulite",53,115,97,58,102,121,4.37,3.75,2.57,10,5,8,1
7994,44,"Pink","2nd","B",47000,"Straight","Republicant",59,109,91,61,101,106,5.36,3.56,4.72,12,6.8,11,3
7995,25,"Pink","2nd","D",127000,"Straight","Independone",48,98,101,53,98,117,5.46,4.3,5.94,9,6.7,10,2
7996,17,"Pink","2nd","C",89000,"Straight","Independone",44,95,107,75,99,123,3.97,3.36,2.87,11,4.3,8,1
7997,51,"Pink","1st","A",117000,"Straight","Democrulite",50,99,100,65,96,104,5.91,4.39,5.49,10,7,10,1
7998,63,"Pink","3rd","C",159000,"Straight","Independone",49,91,110,64,89,115,6.89,7.09,6.99,7,5.4,10,1
7999,42,"Pink","2nd","C",39000,"Straight","Republicant",52,99,102,65,85,114,6.84,4.88,6.56,11,7.3,8,1
8000,29,"Pink","3rd","D",81000,"Straight","Democrulite",45,92,104,70,116,131,6.66,5.49,4.89,8,5.5,6,1
8001,38,"Pink","2nd","A",61000,"Curly","Democrulite",54,116,82,63,107,109,10.67,11.11,9.04,8,7,11,1
8002,30,"Pink","3rd","D",99000,"Curly","Independone",38,87,116,66,102,123,11.06,10.91,10.93,9,6.5,8,3
8003,44,"Pink","2nd","B",13000,"Straight","Republicant",43,98,103,61,83,97,7.07,5.45,7.38,9,7,8,5
8004,21,"Pink","1st","C",25000,"Straight","Republicant",44,93,107,52,103,119,6.63,4.63,6.26,9,7.5,5,1
8005,58,"Blue","1st","C",27000,"Curly","Republicant",54,102,96,74,117,132,5.04,4.22,5.05,9,6.6,5,1
8006,54,"Pink","3rd","C",38000,"Straight","Democrulite",45,105,97,66,87,115,4.87,3.76,5.35,11,5.9,9,5
8007,38,"Pink","1st","D",36000,"Straight","Independone",49,118,72,59,115,127,5.56,4.69,5.7,10,5.8,13,1
8008,40,"Pink","1st","C",63000,"Curly","Republicant",52,103,99,63,102,122,6.29,5.57,4.35,8,6.8,14,1
8009,35,"Pink","1st","A",93000,"Straight","Independone",45,96,102,62,95,103,9.76,10.18,8.44,11,5.4,12,2
8010,52,"Blue","3rd","A",32000,"Straight","Independone",46,99,101,68,78,96,4.81,3.24,3.7,4,6.8,6,1
8011,34,"Pink","2nd","A",45000,"Straight","Republicant",49,112,83,53,77,92,4.09,2.42,2.69,11,6,10,6
8012,11,"Pink","1st","D",68000,"Straight","Republicant",50,92,107,59,92,116,6.23,6.23,4.77,7,6.7,15,1
8013,29,"Blue","2nd","D",27000,"Curly","Republicant",46,96,107,55,87,112,5.83,5,4.19,8,6.4,8,6
8014,54,"Pink","2nd","D",77000,"Straight","Republicant",51,109,90,66,86,115,5.16,3.66,3.41,10,6,9,8
8015,20,"Pink","3rd","D",25000,"Straight","Independone",52,94,101,49,105,120,3.4,3.49,1.87,6,7.2,8,1
8016,54,"Pink","1st","B",34000,"Straight","Independone",48,101,98,55,115,111,7.09,5.35,7.51,8,6.4,11,3
8017,15,"Pink","2nd","D",55000,"Straight","Independone",46,104,90,66,88,115,4.24,4.38,2.87,11,6.1,9,3
8018,37,"Pink","1st","B",121000,"Straight","Republicant",49,89,105,67,81,97,4.32,3.61,4.72,12,6.8,10,1
8019,27,"Pink","3rd","C",158000,"Straight","Democrulite",53,113,80,54,115,126,5.5,4.46,3.71,9,6.1,11,3
8020,22,"Pink","1st","B",53000,"Curly","Republicant",46,97,103,69,84,99,3.99,2.72,2.82,11,6.3,8,7
8021,54,"Blue","3rd","D",31000,"Curly","Independone",48,78,128,34,100,113,6.88,5.55,5.52,11,3.6,6,1
8022,13,"Pink","2nd","B",93000,"Straight","Democrulite",50,107,94,46,105,104,4.51,4.41,4.26,7,3.4,9,2
8023,30,"Pink","1st","D",89000,"Straight","Republicant",55,109,95,71,105,125,5.69,6.02,5.02,8,7.4,9,2
8024,61,"Blue","2nd","B",30000,"Straight","Democrulite",51,102,98,79,84,102,7.13,5.2,6.84,9,6,9,3
8025,11,"Pink","2nd","D",54000,"Straight","Democrulite",55,111,82,64,111,127,3.77,3.52,3.8,9,4.3,13,3
8026,55,"Pink","1st","D",31000,"Straight","Democrulite",49,101,100,56,106,122,7.66,6.45,7.24,11,6.3,9,2
8027,41,"Pink","1st","A",102000,"Straight","Republicant",42,80,109,73,94,105,7.98,8.28,6.73,8,4.5,5,3
8028,46,"Pink","2nd","A",30000,"Curly","Democrulite",55,120,77,64,85,98,7.35,6.74,7.39,9,4.7,10,5
8029,17,"Pink","2nd","B",85000,"Straight","Republicant",50,105,99,66,105,109,9.19,9.44,8.75,9,5.8,6,3
8030,41,"Blue","3rd","C",131000,"Curly","Independone",51,98,102,61,84,112,5.06,5.1,3.27,5,3.2,8,5
8031,22,"Pink","2nd","C",22000,"Straight","Republicant",48,101,99,48,100,117,5.79,6.28,5.2,10,5.9,9,3
8032,40,"Pink","2nd","A",32000,"Straight","Democrulite",53,100,100,68,93,104,6.65,6.01,5.07,12,7.8,9,1
8033,21,"Pink","3rd","B",131000,"Straight","Democrulite",55,113,79,63,97,104,3.8,2.46,2.77,8,7.4,10,1
8034,48,"Blue","3rd","B",64000,"Straight","Independone",51,96,103,47,92,98,4.57,3.52,4.84,9,6.4,10,1
8035,47,"Pink","2nd","C",31000,"Straight","Independone",41,83,111,55,92,115,7.7,6.47,8.07,11,4.9,7,2
8036,45,"Blue","2nd","A",32000,"Curly","Democrulite",50,110,88,61,97,104,6.06,5.94,6.01,9,8.3,10,1
8037,13,"Pink","3rd","B",50000,"Straight","Independone",42,84,118,67,96,105,5.31,3.52,4.59,10,5.7,7,1
8038,29,"Pink","1st","A",69000,"Straight","Republicant",49,100,100,50,82,94,5.43,4.99,4.84,9,8,10,3
8039,55,"Pink","2nd","A",65000,"Straight","Republicant",55,99,101,64,92,102,5.24,3.66,4.23,10,5,6,2
8040,16,"Pink","1st","C",49000,"Straight","Republicant",49,97,104,39,107,118,9.35,7.79,9.69,8,6.3,11,1
8041,48,"Pink","1st","A",56000,"Straight","Republicant",44,90,111,54,78,92,6.18,5.09,5.31,11,6,6,6
8042,15,"Pink","1st","A",149000,"Straight","Democrulite",48,76,133,75,108,113,5.88,4.74,3.91,8,6.7,12,3
8043,17,"Pink","3rd","C",52000,"Curly","Independone",51,86,123,73,101,124,6.81,5,5.57,11,5.9,8,3
8044,37,"Pink","1st","C",71000,"Straight","Republicant",50,96,103,54,96,117,5.71,4.69,6,11,6.5,9,3
8045,67,"Blue","3rd","C",44000,"Straight","Republicant",49,122,72,52,69,103,4.74,3.19,3.02,9,7.8,11,2
8046,67,"Pink","3rd","B",50000,"Straight","Republicant",56,100,100,73,109,113,11.36,10.84,10.07,7,6.6,9,1
8047,47,"Pink","1st","C",105000,"Straight","Republicant",59,112,87,34,98,113,7.91,6.21,6.17,7,7.2,8,3
8048,28,"Blue","2nd","C",34000,"Straight","Democrulite",45,99,101,53,90,113,10.21,9.21,8.77,7,6.5,9,3
8049,63,"Pink","2nd","B",51000,"Straight","Democrulite",59,119,99,42,96,98,10.98,10.98,11.14,7,5.8,9,1
8050,39,"Pink","2nd","C",23000,"Straight","Democrulite",49,94,103,59,91,115,3.86,4.05,2.84,8,6.1,8,2
8051,16,"Blue","1st","A",24000,"Straight","Republicant",41,101,99,60,95,102,10.27,10.34,8.57,9,5.6,8,2
8052,67,"Blue","3rd","D",58000,"Straight","Republicant",48,79,128,82,87,119,4.31,2.58,2.41,9,5.9,11,6
8053,15,"Pink","2nd","A",28000,"Curly","Independone",47,98,102,57,94,101,6.29,5.86,5,11,4.7,6,1
8054,33,"Pink","3rd","A",29000,"Straight","Independone",53,90,106,54,85,96,5.36,4.37,5.59,7,7,8,5
8055,65,"Pink","1st","B",94000,"Straight","Republicant",49,99,102,62,80,96,5.75,4.21,5.66,8,6.6,9,2
8056,61,"Pink","2nd","B",1e+05,"Straight","Independone",55,99,101,68,73,94,6.59,4.87,6.21,9,8.1,9,3
8057,11,"Pink","1st","B",1e+05,"Straight","Democrulite",55,102,98,55,76,92,5.11,5.43,5.22,11,6.7,8,1
8058,18,"Pink","1st","C",169000,"Straight","Republicant",53,94,101,73,99,123,4.63,5.09,4.8,11,5.6,9,1
8059,60,"Blue","2nd","A",42000,"Curly","Democrulite",45,105,93,44,88,95,6.48,4.96,6.73,11,6.1,9,1
8060,66,"Pink","2nd","C",45000,"Straight","Democrulite",48,93,106,59,82,111,17.43,16.33,16.52,9,5.2,9,2
8061,44,"Pink","3rd","B",42000,"Straight","Independone",40,95,104,61,80,95,5.5,4.28,5.38,13,7.2,9,3
8062,33,"Blue","2nd","D",74000,"Curly","Republicant",53,107,94,64,95,119,6.5,6.92,6.73,8,6.7,7,2
8063,59,"Pink","3rd","A",107000,"Straight","Independone",39,96,105,64,91,102,5.42,5.13,5.46,12,6.8,6,3
8064,10,"Pink","3rd","A",34000,"Straight","Republicant",47,88,115,36,95,96,5.9,5.43,4.07,8,3.8,6,2
8065,47,"Blue","1st","D",39000,"Curly","Independone",47,94,103,53,96,116,4.41,4.63,4.82,6,5.1,6,1
8066,44,"Blue","1st","A",97000,"Curly","Republicant",53,107,90,49,77,91,4.46,4.11,3.21,10,6.8,9,1
8067,35,"Pink","1st","A",31000,"Straight","Republicant",42,90,110,48,107,106,9.06,8.78,7.78,10,7.8,10,2
8068,35,"Pink","2nd","A",27000,"Straight","Independone",48,96,108,48,92,98,6.52,6.39,4.98,11,6.6,10,5
8069,22,"Blue","3rd","D",119000,"Curly","Independone",45,90,111,56,86,112,3.07,3.37,3.33,8,6,5,2
8070,38,"Blue","1st","C",124000,"Curly","Democrulite",58,119,76,60,99,119,5.9,6.17,5.64,11,7.2,9,1
8071,20,"Pink","3rd","D",35000,"Straight","Independone",40,86,109,69,98,121,8.2,8.15,6.72,8,5.2,8,1
8072,63,"Pink","1st","C",60000,"Curly","Democrulite",42,94,105,57,81,110,6.64,4.83,5.58,6,5.5,8,5
8073,30,"Pink","3rd","D",75000,"Curly","Democrulite",50,96,102,76,86,117,5.05,3.88,3.22,6,6.4,7,3
8074,61,"Blue","1st","A",105000,"Curly","Republicant",48,95,103,65,88,100,5.05,5.29,4.04,9,4.6,7,4
8075,64,"Blue","3rd","B",274000,"Curly","Independone",51,90,108,37,75,87,8.1,8.19,6.37,11,5.8,9,1
8076,35,"Blue","1st","A",58000,"Straight","Independone",42,95,104,53,87,97,4.42,3.97,3.01,8,6.8,11,1
8077,31,"Blue","3rd","C",47000,"Curly","Independone",57,107,91,47,87,110,4.78,3.73,2.91,5,5.9,6,5
8078,51,"Pink","2nd","A",129000,"Straight","Independone",43,94,109,48,80,92,5.68,5.4,3.99,11,5.9,13,2
8079,38,"Blue","3rd","A",40000,"Curly","Independone",56,103,95,54,91,99,6.43,4.7,6.61,7,5.2,9,2
8080,21,"Pink","3rd","B",70000,"Straight","Republicant",52,112,97,52,100,103,6.7,4.93,5.81,12,5.7,8,1
8081,20,"Pink","1st","D",73000,"Straight","Republicant",50,101,99,55,97,117,5.52,4.12,5.57,8,4.6,9,2
8082,45,"Pink","1st","C",33000,"Straight","Republicant",56,103,95,35,100,114,9.19,9.03,8.35,9,4.2,9,1
8083,25,"Pink","2nd","B",25000,"Straight","Independone",46,94,101,58,98,104,6.92,5.8,5.07,11,6.9,4,1
8084,54,"Blue","1st","D",41000,"Curly","Independone",57,115,85,76,82,115,4.89,4.36,4.19,10,6.9,5,2
8085,63,"Pink","3rd","D",19000,"Straight","Republicant",49,91,111,56,67,103,4.75,3.2,3.33,9,6.5,11,3
8086,23,"Blue","1st","D",58000,"Curly","Republicant",52,105,97,54,96,117,5.95,5.87,6.15,11,4.1,12,1
8087,27,"Blue","3rd","B",36000,"Curly","Republicant",46,87,111,75,86,102,8.82,7.18,6.83,8,6.6,6,4
8088,44,"Pink","3rd","A",17000,"Straight","Independone",54,93,105,51,87,96,7.84,7.89,7.2,8,6.9,10,11
8089,70,"Pink","2nd","C",44000,"Curly","Democrulite",53,124,76,48,72,103,6.14,4.55,4.18,9,7.2,8,5
8090,54,"Pink","1st","B",170000,"Straight","Republicant",44,95,108,72,92,104,6.47,5.54,6.19,11,6.3,11,1
8091,29,"Pink","3rd","D",78000,"Straight","Democrulite",59,105,95,67,86,115,7.92,7.18,7.31,9,6.3,8,6
8092,29,"Pink","1st","B",71000,"Straight","Republicant",42,78,107,58,105,107,9.65,8.39,9.65,7,5.6,9,3
8093,46,"Pink","2nd","D",86000,"Straight","Democrulite",49,87,107,52,77,107,5.83,4.27,4.03,7,5.6,9,6
8094,46,"Blue","3rd","A",93000,"Curly","Republicant",45,81,109,51,80,93,8.52,8.05,8.77,7,7.6,10,12
8095,43,"Pink","1st","D",49000,"Straight","Independone",51,92,113,66,95,119,6.21,6.5,4.58,13,6.5,10,3
8096,44,"Pink","2nd","A",89000,"Straight","Democrulite",51,97,102,52,80,93,6.58,6.19,4.97,10,6.3,9,1
8097,24,"Pink","2nd","B",21000,"Straight","Independone",54,98,101,68,102,108,4.92,3.79,4.01,9,6.1,8,1
8098,35,"Pink","1st","C",134000,"Straight","Democrulite",51,113,87,63,94,118,4.28,3.16,2.56,8,6.2,6,1
8099,68,"Pink","3rd","A",82000,"Straight","Independone",48,96,104,66,97,105,9.23,7.8,8.32,11,5.2,5,3
8100,15,"Pink","3rd","C",40000,"Straight","Independone",47,99,101,77,85,117,5.38,5.21,5.19,11,6.1,7,1
8101,11,"Pink","2nd","C",24000,"Straight","Democrulite",41,107,93,73,101,124,5.77,3.82,5.25,10,6.2,7,2
8102,38,"Pink","2nd","A",80000,"Straight","Democrulite",52,107,95,63,90,101,5.52,4.27,5.92,10,4.9,8,8
8103,28,"Blue","2nd","C",58000,"Curly","Republicant",51,108,87,71,98,122,7.37,7.65,6.49,7,8,6,1
8104,29,"Blue","1st","C",112000,"Straight","Republicant",50,97,102,70,82,113,3.92,3.83,2.4,5,4.4,12,3
8105,10,"Pink","2nd","A",102000,"Straight","Democrulite",53,107,88,58,90,100,7.86,6.79,7.51,8,6.4,8,2
8106,56,"Pink","3rd","D",15000,"Curly","Independone",49,97,101,52,81,109,5.41,5.09,5.55,12,5.8,12,6
8107,59,"Blue","1st","B",57000,"Straight","Democrulite",52,97,102,62,75,93,7.37,6.71,6.39,6,6,7,1
8108,27,"Blue","1st","B",31000,"Straight","Independone",52,116,94,59,85,97,5.75,4.65,5.48,8,5.9,10,1
8109,60,"Pink","3rd","D",34000,"Straight","Independone",58,130,65,64,77,109,7.85,7.32,7.27,3,6.1,7,5
8110,31,"Pink","1st","A",35000,"Curly","Democrulite",50,108,87,42,92,96,6.18,5.53,5.97,9,5.8,9,4
8111,42,"Blue","1st","C",31000,"Straight","Independone",52,89,117,71,83,114,6.3,6.34,5.97,9,5.6,3,1
8112,44,"Pink","3rd","B",71000,"Straight","Independone",48,79,137,38,97,98,7.5,6.5,7.03,11,5.9,8,1
8113,40,"Blue","1st","C",29000,"Curly","Republicant",53,88,124,75,94,121,3.58,1.6,2.73,6,5.6,5,1
8114,46,"Pink","1st","D",28000,"Straight","Republicant",48,111,92,53,96,116,6.27,5.87,5.79,10,5,6,4
8115,21,"Pink","2nd","C",128000,"Curly","Independone",50,93,103,64,92,117,3.63,2.31,1.66,12,3.1,10,2
8116,64,"Pink","3rd","A",79000,"Straight","Independone",56,96,102,93,79,103,4.1,2.42,3.64,9,7.2,9,2
8117,46,"Pink","1st","A",43000,"Straight","Independone",49,88,104,55,99,103,7.89,6.3,6.92,9,6.1,7,1
8118,35,"Pink","2nd","D",21000,"Straight","Democrulite",48,83,118,43,84,108,7.21,6.61,7.12,12,6.3,7,9
8119,53,"Pink","3rd","C",131000,"Straight","Independone",50,120,61,72,92,119,9.84,9.07,8.98,4,5.9,8,1
8120,12,"Blue","2nd","B",56000,"Straight","Republicant",53,107,91,71,115,115,3.62,3.52,2.59,9,6.1,13,2
8121,47,"Pink","3rd","A",180000,"Straight","Independone",46,84,120,60,91,100,6.81,7.08,6.13,7,6.5,6,1
8122,44,"Blue","2nd","D",41000,"Straight","Independone",54,105,94,52,105,121,4.8,4.96,5.29,9,6.4,8,4
8123,11,"Pink","2nd","C",73000,"Straight","Democrulite",43,90,107,66,103,123,5.55,4.4,3.78,10,6.3,11,2
8124,33,"Pink","2nd","A",33000,"Straight","Democrulite",48,89,109,59,113,111,7.11,5.26,6.56,10,6.1,8,2
8125,64,"Pink","1st","D",20000,"Straight","Democrulite",49,96,102,26,74,99,5.64,3.93,3.74,11,6,9,2
8126,54,"Pink","3rd","D",29000,"Straight","Independone",54,116,86,57,93,116,7.4,7.55,5.75,7,5.6,8,5
8127,25,"Pink","2nd","B",65000,"Straight","Democrulite",54,103,97,70,85,100,6.37,4.41,6.37,11,7.1,10,5
8128,38,"Pink","1st","B",87000,"Straight","Republicant",57,116,71,44,107,104,9.21,9.48,7.35,10,5.6,7,1
8129,17,"Pink","3rd","A",56000,"Curly","Republicant",41,86,117,65,96,104,4.62,4.7,4.77,10,5.3,10,4
8130,17,"Pink","1st","C",35000,"Straight","Republicant",47,104,93,71,91,118,4.66,4.15,4.52,9,6.3,5,2
8131,30,"Blue","1st","B",72000,"Curly","Republicant",58,119,83,66,105,109,4.54,5.02,2.76,10,5,15,4
8132,46,"Pink","1st","D",31000,"Straight","Republicant",50,100,100,59,89,114,4.93,3.8,3.9,8,6.6,11,1
8133,21,"Pink","1st","D",146000,"Straight","Republicant",53,103,100,79,93,121,3.19,2.87,3.35,9,5,9,1
8134,43,"Blue","1st","B",53000,"Straight","Republicant",55,99,102,68,91,102,8.37,6.67,7.22,12,7.2,8,4
8135,10,"Pink","1st","D",50000,"Curly","Republicant",53,106,94,59,93,116,3.14,1.47,2.34,7,4.4,8,5
8136,68,"Pink","1st","B",177000,"Straight","Democrulite",51,87,115,54,82,94,8.77,7.99,9.08,9,5.4,10,1
8137,42,"Blue","3rd","D",39000,"Curly","Independone",51,111,86,66,97,120,10.18,8.66,10.45,5,5.1,10,1
8138,47,"Blue","1st","C",118000,"Curly","Republicant",51,102,97,69,94,119,8.87,7.33,7.65,6,6.4,9,4
8139,67,"Blue","2nd","C",75000,"Straight","Democrulite",48,97,103,81,98,124,6.29,5.93,4.91,9,5.5,5,1
8140,14,"Blue","1st","D",134000,"Straight","Independone",45,98,100,60,110,125,7.63,6.18,5.97,7,5.4,7,2
8141,14,"Blue","3rd","D",25000,"Straight","Independone",53,93,107,68,98,121,5.57,5.32,5.97,9,7,11,2
8142,38,"Blue","1st","D",39000,"Curly","Independone",53,98,101,67,99,121,6.24,4.79,6.42,8,5.6,7,1
8143,56,"Blue","2nd","D",20000,"Curly","Democrulite",44,76,132,61,107,124,5.07,3.46,4.42,12,6.5,10,2
8144,64,"Pink","1st","D",16000,"Straight","Independone",48,90,107,44,73,103,7.6,6.29,6.64,11,7.2,10,2
8145,41,"Pink","3rd","C",122000,"Straight","Independone",46,101,98,70,107,126,6.85,6.71,6.1,11,5.4,10,4
8146,16,"Blue","3rd","C",67000,"Curly","Independone",50,102,99,75,74,111,4.16,2.25,3.57,11,5.2,8,4
8147,24,"Pink","3rd","D",26000,"Straight","Democrulite",53,88,109,77,103,126,5.28,3.65,5.14,9,6.2,9,6
8148,24,"Blue","1st","C",110000,"Curly","Republicant",39,92,107,75,76,112,4.09,4.46,3.13,6,7,10,5
8149,34,"Blue","2nd","C",28000,"Straight","Democrulite",54,107,92,51,90,113,9.39,9.54,7.65,9,6.4,11,4
8150,20,"Pink","2nd","C",63000,"Curly","Democrulite",43,94,104,64,97,119,5.36,3.5,5.09,11,6.6,11,2
8151,59,"Pink","1st","C",151000,"Straight","Republicant",53,104,95,48,82,108,11.53,11.4,11.55,7,6.5,10,16
8152,26,"Pink","2nd","A",128000,"Straight","Independone",46,104,95,74,93,105,5.55,4.5,5.58,11,5.5,8,1
8153,13,"Blue","3rd","B",63000,"Straight","Independone",52,101,100,82,98,110,6.48,6.09,6.47,7,6.1,14,1
8154,25,"Pink","3rd","A",42000,"Straight","Democrulite",52,103,94,67,101,107,5.91,5.64,5.38,11,6,10,2
8155,58,"Blue","3rd","B",79000,"Curly","Independone",48,98,101,68,94,104,7.78,7.2,6.99,10,5.7,9,1
8156,63,"Pink","1st","D",31000,"Straight","Republicant",48,89,110,83,92,122,5.94,5.48,5.37,7,5.6,7,1
8157,67,"Pink","2nd","A",47000,"Straight","Democrulite",49,103,98,90,75,100,5.31,4.04,4.52,7,6.1,11,2
8158,53,"Pink","3rd","C",104000,"Straight","Republicant",58,114,93,70,87,116,7.79,7.92,7.93,9,5.3,11,16
8159,14,"Pink","1st","C",111000,"Straight","Republicant",44,76,133,72,107,127,5.71,4.27,4.08,8,6.9,11,3
8160,26,"Pink","1st","A",24000,"Straight","Republicant",56,99,101,64,86,99,5.16,3.19,4.97,9,7.1,9,3
8161,10,"Blue","3rd","A",24000,"Curly","Independone",54,96,103,58,118,114,9.57,8.75,8.55,6,5.1,8,5
8162,41,"Blue","2nd","D",36000,"Straight","Democrulite",58,128,84,68,104,124,7.43,7.9,6.26,10,6.6,8,3
8163,69,"Pink","1st","C",25000,"Straight","Republicant",62,116,82,46,86,109,7.22,5.63,5.66,10,5.2,7,8
8164,18,"Pink","3rd","A",110000,"Straight","Democrulite",55,110,88,66,84,98,8.87,8.58,9.25,7,4.9,8,1
8165,26,"Pink","3rd","B",41000,"Straight","Independone",58,108,90,82,99,110,6.6,6.19,6.8,8,8,10,1
8166,20,"Pink","1st","B",122000,"Straight","Republicant",47,103,96,67,98,106,7.32,6.6,7.13,10,7,10,1
8167,19,"Pink","2nd","C",57000,"Straight","Democrulite",49,97,104,73,81,114,11.64,10,11.09,13,6.8,10,5
8168,25,"Pink","1st","B",83000,"Straight","Republicant",51,115,88,54,95,101,4.88,3.62,5.03,11,4.7,9,2
8169,57,"Blue","3rd","A",31000,"Curly","Independone",47,96,105,61,88,99,6.97,5.44,7.16,7,4.6,6,2
8170,36,"Pink","2nd","B",73000,"Straight","Republicant",46,98,101,30,114,104,5.56,5.2,4.91,9,5,7,2
8171,21,"Pink","1st","B",54000,"Straight","Republicant",45,103,96,53,92,99,5.41,3.95,5.25,10,5.4,9,1
8172,48,"Pink","1st","A",98000,"Straight","Republicant",55,104,95,64,111,112,8.28,7.62,8.15,8,6.6,9,7
8173,62,"Blue","3rd","C",98000,"Straight","Republicant",46,110,88,88,102,128,5.71,4.51,5.74,8,6.6,7,1
8174,46,"Blue","3rd","B",50000,"Straight","Democrulite",60,120,86,63,96,104,11.6,9.96,9.92,9,4.8,10,1
8175,20,"Blue","2nd","D",22000,"Straight","Independone",54,117,92,56,97,117,8.22,7.57,7.23,6,6.7,7,5
8176,43,"Pink","3rd","A",42000,"Straight","Independone",50,108,88,64,101,106,6.85,6.25,6.98,7,5.5,9,4
8177,34,"Pink","2nd","D",33000,"Straight","Democrulite",41,87,116,46,115,124,5.56,5.18,4.06,10,4.6,6,1
8178,52,"Pink","1st","D",72000,"Straight","Republicant",43,98,100,64,87,115,8.7,7.92,8.84,11,7.5,8,1
8179,21,"Pink","1st","D",23000,"Straight","Republicant",53,94,102,74,97,122,7.37,6.84,5.7,12,6,9,2
8180,11,"Pink","3rd","A",65000,"Straight","Democrulite",52,98,101,77,103,111,8.52,6.74,7,10,6,8,1
8181,32,"Pink","2nd","C",65000,"Straight","Independone",47,94,103,45,80,106,4.16,4.16,4.29,10,5.5,10,1
8182,16,"Pink","2nd","A",20000,"Straight","Democrulite",52,106,92,61,91,101,9.21,9.66,7.62,11,7.3,8,2
8183,29,"Pink","3rd","D",25000,"Straight","Independone",52,103,97,36,100,114,11.52,12.01,9.65,4,6.9,11,1
8184,62,"Pink","2nd","C",126000,"Straight","Democrulite",54,102,99,49,78,106,6.24,6.57,5.56,9,5.8,9,2
8185,26,"Pink","1st","A",28000,"Straight","Democrulite",50,91,108,61,89,100,4.75,4.35,5.09,9,7.2,10,2
8186,62,"Pink","3rd","D",117000,"Straight","Independone",60,108,90,77,76,112,5.71,4.24,5.74,10,6,10,1
8187,51,"Pink","2nd","D",83000,"Straight","Democrulite",45,99,101,65,70,106,6.78,6.97,6.41,7,6.2,7,4
8188,66,"Pink","1st","D",52000,"Straight","Republicant",54,107,90,69,93,119,7.57,6.94,7.71,8,5.6,9,1
8189,38,"Pink","1st","C",28000,"Straight","Republicant",46,81,128,45,97,115,5.57,5.07,3.91,5,6.2,6,1
8190,70,"Pink","3rd","A",45000,"Straight","Independone",48,96,104,74,85,101,5.78,3.82,4.85,8,4.7,10,11
8191,18,"Pink","1st","D",44000,"Straight","Republicant",51,109,91,52,96,116,10.18,8.42,10.38,11,4.9,10,1
8192,37,"Blue","3rd","B",18000,"Straight","Democrulite",52,110,96,54,79,93,12.1,10.43,10.63,5,6.4,9,5
8193,57,"Pink","1st","A",37000,"Curly","Republicant",52,109,93,65,118,115,5.33,4.29,3.4,8,6.3,10,1
8194,60,"Blue","1st","C",42000,"Curly","Democrulite",54,118,81,70,81,113,9.1,8.57,8.74,9,6,9,1
8195,26,"Pink","1st","A",60000,"Straight","Democrulite",56,112,86,40,90,95,7.38,6.02,7.45,11,6.5,8,2
8196,17,"Blue","3rd","B",27000,"Straight","Independone",43,73,121,73,89,103,8.66,8.06,8.98,6,6.7,9,4
8197,66,"Pink","3rd","B",42000,"Straight","Democrulite",49,90,107,64,81,96,5.53,5.92,5.84,5,6.4,7,4
8198,44,"Pink","2nd","C",32000,"Straight","Democrulite",54,100,100,34,78,103,6.85,5.06,6.78,8,7.1,7,1
8199,23,"Blue","2nd","D",37000,"Straight","Democrulite",45,93,103,69,94,119,6.68,5.85,5.13,8,6.3,9,1
8200,13,"Pink","1st","A",83000,"Straight","Republicant",57,116,73,61,92,101,6.63,4.83,5.25,7,7,10,1
8201,44,"Blue","2nd","C",28000,"Curly","Republicant",53,109,95,80,85,117,7.03,6.51,5.37,7,6.5,10,7
8202,36,"Pink","1st","A",14000,"Straight","Republicant",49,94,108,90,91,108,10.03,8.1,8.11,11,5.3,12,1
8203,52,"Pink","3rd","C",231000,"Straight","Democrulite",51,99,100,65,82,112,7.57,5.58,7.34,10,4.4,11,5
8204,11,"Pink","2nd","C",69000,"Straight","Independone",52,103,95,47,105,119,5.06,4.52,3.12,11,5.3,9,4
8205,37,"Pink","2nd","B",61000,"Straight","Democrulite",50,95,101,31,85,90,9.17,8.45,7.21,6,7.7,7,1
8206,58,"Pink","1st","A",96000,"Straight","Independone",54,108,92,62,94,102,6.99,7.34,5.08,6,5.6,7,1
8207,19,"Pink","2nd","D",159000,"Straight","Democrulite",51,93,105,56,90,114,6.87,7.05,6.29,9,5.9,9,3
8208,65,"Pink","3rd","D",63000,"Straight","Independone",49,105,95,64,84,113,9.86,9.06,7.9,7,7.7,9,13
8209,53,"Blue","1st","C",61000,"Curly","Republicant",44,89,107,58,97,118,6.09,5.07,4.55,9,4.1,11,2
8210,65,"Blue","2nd","D",51000,"Curly","Democrulite",58,108,93,51,101,118,10.65,9,10.92,7,6.4,8,1
8211,38,"Blue","2nd","B",48000,"Straight","Democrulite",52,101,98,91,93,109,5.77,5.45,4.76,7,5.9,8,1
8212,33,"Pink","1st","C",150000,"Straight","Republicant",54,96,107,69,83,114,4.17,3.86,2.61,12,4.3,10,3
8213,37,"Blue","3rd","D",47000,"Curly","Republicant",53,107,96,41,100,115,8.69,7.13,7.12,6,5.7,11,3
8214,24,"Pink","3rd","C",65000,"Straight","Independone",52,103,97,63,92,117,4.82,4.19,3.71,7,6,8,1
